case_id,dice_f1,precision,recall_sensitivity,boundary_f1
test_32,0.7785842370417647,0.8765621995761617,0.7003072196615204,0.7488971094010146
test_33,0.6854979615598639,0.7537624079386688,0.6285714285697501,0.6919927796225832
test_34,0.9146414257688116,0.9379153550175973,0.8924945914446788,0.9512151761626688
test_35,0.7268037438273072,0.5942395758006818,0.9354961107931408,0.7039190823733129
test_36,0.8470254957501369,0.8250985545324243,0.8701496674045591,0.8031587810966485
test_37,0.8030365541704736,0.8064302287026741,0.7996713229239119,0.778922276806471
test_38,0.8041390504525875,0.8935818427763511,0.7309725808425784,0.8283341345720527
test_39,0.9401172777344429,0.9458879618582289,0.934416578357548,0.9588497746648112
test_3,0.7280148759577632,0.8391886240058143,0.6428514217055323,0.7089435600108709
test_40,0.7070651748686695,0.6931809465362482,0.7215169660672882,0.7142864739434326
test_41,0.8728104575157694,0.9446802490082843,0.8111030126326395,0.8483983797806641
test_42,0.7408877661487361,0.7791271347233792,0.7062263501879839,0.7511383698601842
test_43,0.85701690859257,0.8755146680385515,0.839284613012125,0.8531167429514931
test_44,0.9138616485543151,0.9449164154536999,0.8847831665360925,0.9618876822318608
test_45,0.8759470244630871,0.9011185149917882,0.8521435805098996,0.8449460977145155
test_46,0.5841201444771661,0.6453374404919556,0.533510823011305,0.5819457997807301
test_47,0.7996092915354233,0.7295310237268967,0.8845816168022661,0.6878757208323291
test_48,0.854086378736974,0.9071277346493901,0.8069052102940277,0.9001713825661731
test_49,0.6907662605680774,0.7602579132462481,0.632914480906877,0.6325064322802647
test_4,0.789473684210126,0.8202507638807077,0.7609226859537084,0.7462245442934343
test_50,0.5501267573167202,0.7317596566501172,0.44073116691203706,0.5383042200133809
test_51,0.7526938938401272,0.763459722033783,0.7422274694992231,0.7310326156650574
test_52,0.7672035139088079,0.7799338478491952,0.7548820830212838,0.6883115042831804
test_53,0.9402807518434736,0.9414903754517424,0.9390742324865134,0.9789719498616187
test_54,0.7218508997425181,0.7596489118663464,0.6876360470171009,0.7715586044230724
test_55,0.8299319727883422,0.7589909664210687,0.9155016447349599,0.8243168890742337
test_56,0.6460911340801819,0.7867399397256041,0.5481042361361639,0.6673853704593605
test_57,0.7673662429788477,0.7753882915157798,0.7595084844923747,0.7861730047793561
test_58,0.8145147679320311,0.8303509979343537,0.7992712818805351,0.7521653777618534
