case_id,gt_vessel_px,dice_f1,precision,recall_sensitivity,accuracy
test_49_p0104,3,0.0,0.0,0.0,0.8150351541362696
test_49_p0105,0,0.0,0.0,0.0,0.9803009575909982
test_49_p0200,0,0.0,0.0,0.0,0.9999999999986159
test_49_p0201,0,0.0,0.0,0.0,0.9846785225704724
test_49_p0202,845,0.7652556349600591,0.7145790554341419,0.8236686390435068,0.9408996539779365
test_49_p0203,43,0.0,0.0,0.0,0.9940484429051986
test_49_p0204,503,0.0,0.0,0.0,0.8517099863189443
test_49_p0205,0,0.0,0.0,0.0,0.941730103804925
test_49_p0300,0,0.0,0.0,0.0,0.9999999999986159
test_49_p0301,0,0.0,0.0,0.0,0.9956224350191578
test_49_p0302,460,0.5028571428513959,0.5301204819149369,0.4782608695548204,0.9397923875419518
test_49_p0303,650,0.8903043170496087,0.8243774573941759,0.9676923076774201,0.9785467128014138
test_49_p0304,0,0.0,0.0,0.0,0.999999999998632
test_49_p0305,0,0.0,0.0,0.0,0.9678892733550618
test_49_p0400,0,0.0,0.0,0.0,0.9963064295472007
test_49_p0401,0,0.0,0.0,0.0,0.9337479718754276
test_49_p0402,703,0.9116347569888688,0.9450381679245032,0.8805120910258818,0.9835841313256038
test_49_p0403,1308,0.8516746411449295,0.8899999999925834,0.8165137614616476,0.9491108071122447
test_49_p0404,7,0.0,0.0,0.0,0.9671444023783571
test_49_p0405,0,0.0,0.0,0.0,0.994938440491115
test_49_p0500,0,0.0,0.0,0.0,0.9999999999986159
test_49_p0501,0,0.0,0.0,0.0,0.999999999998632
test_49_p0502,596,0.0,0.0,0.0,0.9175086505177612
test_49_p0503,394,0.07804878048590125,0.999999999375,0.04060913705480687,0.9476816608983423
test_49_p0504,507,0.011764705882122261,0.9999999966666667,0.0059171597631969,0.9310533515719137
test_49_p0505,44,0.0,0.0,0.0,0.9939100346007005
test_4_b0000,163,0.09584664536639141,0.057989690720902196,0.2760736196149648,0.8824913494797474
test_4_b0001,1925,0.8835115362946441,0.9637814610131138,0.8155844155801788,0.9426989619364115
test_4_b0002,159,0.4515151515083104,0.29740518961482226,0.9371069181800561,0.9498961937703115
test_4_b0003,0,0.0,0.0,0.0,0.8015224913483716
test_4_b0004,0,0.0,0.0,0.0,0.839446366780845
test_4_b0100,0,0.0,0.0,0.0,0.9096193771613708
test_4_b0101,1215,0.945606694556713,0.9617021276513898,0.9300411522557199,0.9820069204138657
test_4_b0102,642,0.5674507921240161,0.41013185287709836,0.9205607476492125,0.8752941176458473
test_4_b0103,0,0.0,0.0,0.0,0.8751557093413492
test_4_b0104,0,0.0,0.0,0.0,0.8988235294105207
test_4_b0200,0,0.0,0.0,0.0,0.9588927335626867
test_4_b0201,1091,0.6376109765914544,0.5695746214811134,0.7241063244663236,0.8757093425593416
test_4_b0202,408,0.8349944628921927,0.7616161616007754,0.9240196078204898,0.9793771626284022
test_4_b0203,0,0.0,0.0,0.0,0.9997231833896197
test_4_b0204,0,0.0,0.0,0.0,0.8898269896181455
test_4_b0300,280,0.0,0.0,0.0,0.8682352941164454
